State,City,Street,Zipcode,Bedroom,Bathroom,Area,PPSq,LotArea,MarketEstimate,RentEstimate,Latitude,Longitude,ListedPrice
PA,Scranton,Shawnee Ave,18509.0,3.0,2.0,1542.0,97.27626459143968,0.12,151000.0,1350.0,41.43685,-75.64436,150000.0
PA,Johnstown,State St,15905.0,4.0,2.0,2133.0,81.9971870604782,0.26,172600.0,873.0,40.308353,-78.94208,174900.0
PA,Kunkletown,Bird Ln,18058.0,3.0,2.0,2640.0,124.96212121212122,1.72,322900.0,2559.0,40.959614,-75.50586,329900.0
PA,Harrisburg,Radnor St,17110.0,4.0,2.0,2107.0,94.87422876127197,0.0600091827364554,192800.0,1988.0,40.28641,-76.90295,199900.0
PA,Croydon,Wyoming Ave,19021.0,3.0,1.0,1066.0,281.42589118198873,0.1090449954086317,,,40.089283,-74.89899,300000.0
PA,Langhorne,Hickory Ln,19047.0,3.0,4.0,2262.0,242.7055702917772,,587400.0,3699.0,40.19487,-74.87395,549000.0
PA,Philadelphia,N 65th St,19151.0,4.0,3.0,1176.0,161.5637755102041,0.0292699724517906,187800.0,1535.0,39.97294,-75.24863,189999.0
PA,Bethlehem,Old Philadelphia Pike,18015.0,3.0,1.0,1332.0,187.61261261261265,0.09,257300.0,1800.0,40.579697,-75.39046,249900.0
PA,Fleetwood,Memorial Hwy,19522.0,3.0,2.0,3000.0,125.0,1.91,373900.0,2400.0,40.401672,-75.808876,375000.0
PA,Scranton,S 9th Ave,18504.0,3.0,2.0,1145.0,87.24890829694323,0.06,100800.0,1500.0,41.40416,-75.684074,99900.0
PA,Pittsburgh,Meinert St,15209.0,3.0,1.0,1150.0,230.43478260869568,0.075,175300.0,1503.0,40.487694,-79.96026,265000.0
PA,Mountain Top,Highland Cir,18707.0,3.0,2.0,1850.0,178.3783783783784,0.48,331200.0,2050.0,41.14999,-75.87374,330000.0
PA,Bethlehem,W North St,18018.0,3.0,1.0,1344.0,178.4970238095238,0.053,,1878.0,40.62374,-75.40752,239900.0
PA,Bernville,Stump Ln,19506.0,3.0,2.0,1428.0,227.52100840336132,0.8699954086317723,326900.0,1849.0,40.41626,-76.11315,324900.0
PA,Sharon Hill,Poplar St,19079.0,3.0,2.0,1568.0,127.55102040816328,0.0600091827364554,192500.0,1849.0,39.90945,-75.26633,200000.0
PA,Jim Thorpe,Piney Woods Dr,18229.0,3.0,2.0,1707.0,169.302870533099,1.22,274100.0,2500.0,40.916374,-75.66958,289000.0
PA,Yardley,Carrs Ln,19067.0,2.0,1.0,1026.0,307.99220272904483,0.1721763085399449,314900.0,2343.0,40.24083,-74.832275,316000.0
PA,Canonsburg,W Pike St,15317.0,4.0,3.0,3268.0,61.19951040391677,0.2218,194200.0,2299.0,40.258385,-80.19339,200000.0
PA,York,Sagamore Dr,17406.0,3.0,2.0,1807.0,138.29551743220807,0.2323921028466483,249200.0,1794.0,39.98362,-76.69118,249900.0
PA,Effort,Upper Valley Rd,18330.0,3.0,1.0,1008.0,99.10714285714286,0.3399999999999999,102300.0,1828.0,40.98456,-75.45921,99900.0
PA,Tobyhanna,Seneca Way,18466.0,3.0,2.0,1180.0,244.0677966101695,0.42,287000.0,1809.0,41.160023,-75.37149,288000.0
PA,Reading,W 34th St,19606.0,3.0,2.0,1280.0,194.921875,0.1699954086317722,,,40.31815,-75.87836,249500.0
PA,Oxford,E Mount Vernon St,19363.0,3.0,2.0,1442.0,173.3009708737864,0.1751606978879706,247300.0,2100.0,39.789467,-75.979485,249900.0
PA,Clifton Heights,W Wyncliffe Ave,19018.0,3.0,1.0,1152.0,143.14236111111111,0.0399908172635445,164200.0,1848.0,39.93233,-75.3042,164900.0
PA,Pittsburgh,Highland Ter,15215.0,3.0,2.0,1989.0,155.30417295123178,0.186,297400.0,1756.0,40.494087,-79.901024,308900.0
PA,Palmyra,Lantern Ln,17078.0,4.0,3.0,2787.0,152.49372084678865,0.2800045913682277,424500.0,2704.0,40.277767,-76.564354,425000.0
PA,Turtle Creek,Negley Ave,15145.0,2.0,1.0,782.0,6.265984654731458,0.05,,963.0,40.412724,-79.827255,4900.0
PA,Erie,Spring Valley Dr,16509.0,4.0,3.0,2046.0,144.18377321603128,0.38,300800.0,2180.0,42.073803,-80.08236,295000.0
PA,Philadelphia,Guyer Ave,19142.0,3.0,3.0,1200.0,183.33333333333331,0.0271808999081726,214900.0,1755.0,39.91811,-75.22919,220000.0
PA,Northampton,Church Rd,18067.0,3.0,2.0,1296.0,215.27777777777777,0.54,287200.0,2199.0,40.736908,-75.48774,279000.0
PA,Catasauqua,Willow Dr,18032.0,3.0,3.0,1370.0,240.8029197080292,0.12,341000.0,2070.0,40.66758,-75.4744,329900.0
PA,Sinking Spring,Avon Ave,19608.0,3.0,2.0,1798.0,172.35817575083425,0.2199954086317722,308200.0,2070.0,40.31459,-76.00554,309900.0
PA,Lebanon,N 7th St,17042.0,4.0,1.0,2334.0,94.25878320479865,0.2399908172635445,,,40.34468,-76.4221,220000.0
PA,Honey Brook,Walnut St,19344.0,4.0,3.0,2115.0,200.8983451536643,0.1769283746556473,424400.0,2325.0,40.090828,-75.91202,424900.0
PA,Clearfield,Maple Ave,16830.0,2.0,2.0,1685.0,53.353115727002965,0.1699999999999999,,897.0,41.033768,-78.442566,89900.0
PA,Wrightsville,4th St,17368.0,3.0,2.0,1408.0,184.58735795454547,0.2065886134067952,259300.0,1200.0,40.02762,-76.53502,259899.0
PA,Philadelphia,Martin St,19128.0,2.0,1.0,1308.0,221.63608562691127,0.0273415977961432,288900.0,1749.0,40.02956,-75.21813,289900.0
PA,Doylestown,New Rd,18901.0,3.0,2.0,1759.0,301.30756111426945,0.5743572084481176,532200.0,2707.0,40.294773,-75.10304,530000.0
PA,Johnstown,Alliene Ave,15904.0,4.0,2.0,2652.0,90.46003016591251,0.4,238200.0,2600.0,40.27881,-78.82825,239900.0
PA,Avoca,Packer St,18641.0,4.0,2.0,2055.0,128.9537712895377,0.2066115702479339,268500.0,2350.0,41.331352,-75.75152,265000.0
PA,Lancaster,Abbeyville Rd,17603.0,3.0,2.0,1245.0,236.94779116465864,0.1699954086317722,294700.0,1845.0,40.032887,-76.33379,295000.0
PA,Boyertown,Stauffer Dr,19512.0,2.0,2.0,1297.0,200.46260601387817,0.329981634527089,,,40.333588,-75.63136,260000.0
PA,Reading,Ivy Hill Cir,19606.0,3.0,3.0,2440.0,143.4016393442623,0.1699954086317722,348800.0,2400.0,40.29566,-75.8735,349900.0
PA,Lake Ariel,Forest Ct,18436.0,3.0,2.0,1671.0,161.52004787552363,0.52,,905.0,41.4293,-75.35595,269900.0
PA,Philadelphia,Kerper St,19111.0,3.0,2.0,1472.0,152.85326086956522,0.0386134067952249,222500.0,1599.0,40.045773,-75.0773,225000.0
PA,Pittsburgh,Morningside Ave,15206.0,3.0,4.0,1665.0,209.6096096096096,0.0459,,1596.0,40.485867,-79.928345,349000.0
PA,Albrightsville,Laurel Rd,18661.0,2.0,1.0,960.0,249.89583333333331,1.26,241700.0,1400.0,41.170067,-75.68213,239900.0
PA,York,Tower Rd,17406.0,3.0,2.0,2042.0,102.8403525954946,0.35,202700.0,1994.0,40.03253,-76.62347,210000.0
PA,Washington,Mill St,15301.0,2.0,2.0,1588.0,47.22921914357683,0.27,70500.0,1215.0,40.17035,-80.25515,75000.0
PA,Lebanon,Wedgewood Dr,17042.0,3.0,2.0,1232.0,150.16233766233765,1.02,188900.0,1500.0,40.29992,-76.322365,185000.0
PA,Lake Ariel,Wallenpaupack Dr,18436.0,4.0,2.0,1728.0,153.3564814814815,0.3,262200.0,2500.0,41.399086,-75.28689,265000.0
PA,Denver,Evergreen St,17517.0,3.0,2.0,1628.0,178.07125307125307,0.2300045913682277,,,40.239964,-76.12954,289900.0
PA,Nesquehoning,E Catawissa St,18240.0,3.0,2.0,1692.0,112.29314420803784,0.18,192200.0,1400.0,40.8645,-75.81041,190000.0
PA,Philadelphia,Belfield Ave,19144.0,6.0,,1952.0,84.52868852459017,0.0412075298438934,157800.0,1300.0,40.037064,-75.16432,165000.0
PA,Muncy,New St,17756.0,3.0,2.0,1459.0,228.1699794379712,0.42,329900.0,1597.0,41.198875,-76.780685,332900.0
PA,Pittsburgh,Balkan Dr,15239.0,4.0,3.0,2050.0,212.1951219512195,0.2946,435700.0,2284.0,40.456577,-79.7259,435000.0
PA,Harrisburg,S 23rd St,17104.0,4.0,2.0,2857.0,99.71998599929996,0.2300045913682277,,,40.27011,-76.85351,284900.0
PA,Schnecksville,Route 873,18078.0,4.0,2.0,2028.0,172.534516765286,0.606,376800.0,1834.0,40.679764,-75.61433,349900.0
PA,Archbald,Kennedy Dr,18403.0,4.0,3.0,2000.0,144.95,0.22,290800.0,1264.0,41.493244,-75.55872,289900.0
PA,Quakertown,W Thatcher Rd #191,18951.0,4.0,1.0,1200.0,99.91666666666669,133.55,,,40.45429,-75.28551,119900.0
PA,Allison Park,Wagner Rd,15101.0,3.0,2.0,1320.0,174.16666666666666,1.0,226100.0,2332.0,40.577377,-79.9169,229900.0
PA,Corry,Route 89,16407.0,5.0,1.0,3430.0,28.46938775510204,1.44,,1385.0,41.885334,-79.701675,97650.0
PA,Royersford,Old State Rd,19468.0,3.0,3.0,2188.0,285.6489945155393,1.0003,624500.0,2969.0,40.16845,-75.51333,625000.0
PA,Scranton,Adams Ave,18509.0,4.0,2.0,1815.0,109.64187327823691,0.15,198300.0,1350.0,41.420406,-75.64698,199000.0
PA,Philadelphia,Ripley St,19111.0,3.0,2.0,1196.0,292.55852842809367,0.0561753902662993,,2085.0,40.068787,-75.069786,349900.0
PA,New Castle,Delaware Ave,16105.0,3.0,1.0,1139.0,70.14925373134328,0.126,78600.0,996.0,41.01292,-80.33507,79900.0
PA,Langhorne,Colby Ln,19047.0,4.0,2.0,2564.0,222.30889235569424,0.184228650137741,586000.0,2877.0,40.193485,-74.930046,570000.0
PA,New Oxford,Waldheim Rd,17350.0,4.0,1.0,1698.0,108.95170789163724,0.1899908172635445,,,39.90637,-77.05905,185000.0
PA,Avondale,Candlewyck Dr,19311.0,4.0,3.0,4676.0,152.90846877673226,0.35,712900.0,3977.0,39.825935,-75.73172,715000.0
PA,Holland,Independence Dr,18966.0,4.0,3.0,2546.0,235.62450903377848,0.221763085399449,600700.0,3350.0,40.210735,-74.964325,599900.0
PA,Duncannon,Schoolhouse Rd,17020.0,4.0,1.0,1570.0,111.46496815286623,1.4,173800.0,1381.0,40.35283,-76.98957,175000.0
PA,Schuylkill Haven,High St,17972.0,3.0,2.0,1308.0,99.31192660550458,0.0600091827364554,45200.0,1350.0,40.629295,-76.169426,129900.0
PA,Allentown,W Livingston St,18104.0,4.0,2.0,1530.0,182.35294117647055,0.1379999999999999,,,40.606968,-75.512764,279000.0
PA,Du Bois,Bay Rd,15801.0,4.0,3.0,2932.0,109.10641200545705,0.6900000000000001,314400.0,1599.0,41.159935,-78.73458,319900.0
PA,Hawley,Lake View Cir,18428.0,2.0,1.0,1152.0,198.78472222222223,1.04,212200.0,1774.0,41.33924,-75.03349,229000.0
PA,Pine Grove,Spancake Rd,17963.0,3.0,1.0,1960.0,142.80612244897958,1.0,279600.0,950.0,40.60393,-76.30419,279900.0
PA,York,Rathton Rd,17403.0,3.0,2.0,1550.0,167.67741935483872,0.3524104683195592,254500.0,1650.0,39.94801,-76.71983,259900.0
PA,Philadelphia,Ambassador St,19115.0,3.0,3.0,1000.0,349.9,0.0773645546372819,348400.0,2314.0,40.07977,-75.04028,349900.0
PA,Weatherly,Maple St,18255.0,3.0,2.0,1344.0,118.97321428571428,,158000.0,1450.0,40.936634,-75.83022,159900.0
PA,Downingtown,Heron Hill Dr,19335.0,4.0,3.0,3001.0,224.92502499166943,1.0,677800.0,3499.0,40.074352,-75.70543,675000.0
PA,Philadelphia,E Huntingdon St,19125.0,3.0,1.0,940.0,260.63829787234044,0.0173324150596877,243400.0,1655.0,39.976257,-75.11654,245000.0
PA,Ephrata,Boomerang Dr,17522.0,3.0,2.0,1735.0,172.3342939481268,0.25,294800.0,1994.0,40.17258,-76.17799,299000.0
PA,Hermitage,Donna Dr,16148.0,3.0,2.0,960.0,182.29166666666663,0.2938,173900.0,1300.0,41.24521,-80.46548,175000.0
PA,Enola,Spring Tree Ct,17025.0,4.0,4.0,3592.0,160.07795100222717,0.2699954086317723,575000.0,3491.0,40.2896,-76.99911,575000.0
PA,Warminster,Kalmia St,18974.0,4.0,2.0,1912.0,222.28033472803347,0.2840909090909091,423600.0,2999.0,40.199852,-75.09826,425000.0
PA,Wapwallopen,Hillside Ln,18660.0,3.0,2.0,1495.0,113.64548494983278,5.13,167100.0,1700.0,41.070545,-76.1197,169900.0
PA,Leola,& 181 Pinetown Rd,17540.0,3.0,2.0,1547.0,51.71299288946348,0.4699954086317722,,,40.107056,-76.247986,80000.0
PA,Philadelphia,Mercy St,19148.0,3.0,3.0,1694.0,271.54663518299884,0.0147842056932966,451900.0,1800.0,39.92208,-75.148994,460000.0
PA,Hanover,Blenheim St,17331.0,4.0,3.0,2810.0,145.90747330960855,0.3800045913682277,408500.0,2537.0,39.79457,-77.04681,410000.0
PA,Philadelphia,N 11th St,19140.0,4.0,2.0,1678.0,116.15017878426698,0.0318640955004591,,1963.0,40.00634,-75.14665,194900.0
PA,Bensalem,Liberty Dr,19020.0,2.0,3.0,1265.0,276.6798418972332,,,,40.126247,-74.930595,350000.0
PA,Mechanicsburg,Brighton Pl,17055.0,2.0,3.0,1534.0,146.6753585397653,,232700.0,2265.0,40.209026,-76.9789,225000.0
PA,Kutztown,Fairview Dr,19530.0,3.0,3.0,2012.0,181.41153081510933,0.3599862258953168,378500.0,2169.0,40.51928,-75.78577,365000.0
PA,Hanover,Bankert Rd,17331.0,5.0,3.0,1768.0,163.97058823529412,0.3399908172635445,288600.0,1500.0,39.78034,-76.93876,289900.0
PA,Drums,Bear Run Dr,18222.0,3.0,2.0,2128.0,102.91353383458646,0.2582644628099173,220300.0,2199.0,41.038692,-75.92879,219000.0
PA,Phoenixville,Harrison Ave,19460.0,3.0,2.0,1230.0,227.5609756097561,0.1721763085399449,283500.0,2284.0,40.124,-75.52973,279900.0
PA,Reading,Crestmont St,19611.0,3.0,2.0,1584.0,142.04545454545453,0.11,,,40.321297,-75.93343,225000.0
PA,East Stroudsburg,Summerton Cir,18301.0,4.0,3.0,1970.0,170.0507614213198,0.52,308200.0,2500.0,41.027126,-75.23736,335000.0
PA,Lancaster,Dahlia Rd,17602.0,3.0,1.0,1092.0,201.46520146520143,0.41,219400.0,1825.0,40.030766,-76.26572,220000.0
PA,Lemoyne,Hummel Ave,17043.0,4.0,3.0,1250.0,167.2,0.1199954086317722,,1896.0,40.24591,-76.88976,209000.0
PA,Easton,W Milton St,18042.0,3.0,3.0,1728.0,74.65277777777777,0.06,228800.0,2400.0,40.67671,-75.219574,129000.0
PA,Hatfield,Foster Rd,19440.0,4.0,3.0,2289.0,141.98339886413282,0.4605831037649219,,,40.26867,-75.27876,325000.0
PA,Allentown,N Penn St,18102.0,4.0,2.0,1151.0,68.6359687228497,0.0269999999999999,,1517.0,40.60946,-75.469604,79000.0
PA,Philadelphia,Dawson St,19128.0,3.0,2.0,1280.0,250.0,0.0433884297520661,326100.0,1900.0,40.01982,-75.20832,320000.0
PA,Halifax,N River Rd,17032.0,4.0,1.0,1597.0,84.47088290544771,0.2151974288337924,145400.0,1800.0,40.495132,-76.9389,134900.0
PA,East Stroudsburg,Parliament Dr,18302.0,4.0,2.0,1791.0,111.11111111111111,1.19,198300.0,2464.0,41.107784,-75.14953,199000.0
PA,Swoyersville,Mary St,18704.0,4.0,2.0,2377.0,86.24316365166176,0.2,204000.0,1895.0,41.297443,-75.87342,205000.0
PA,Tobyhanna,Ventnor Dr,18466.0,3.0,2.0,1392.0,143.60632183908046,0.2,198500.0,1686.0,41.19742,-75.37398,199900.0
PA,East Berlin,W King St,17316.0,4.0,2.0,1544.0,131.80051813471502,0.1600091827364554,201200.0,1500.0,39.93832,-76.97998,203500.0
PA,York,Jayme Dr,17402.0,2.0,2.0,1232.0,147.6461038961039,,,,39.955276,-76.67739,181900.0
PA,Pittsburgh,Millbridge St,15210.0,3.0,2.0,1476.0,125.33875338753388,0.0574,174500.0,1529.0,40.423508,-79.9961,185000.0
PA,Lancaster,Columbia Ave,17603.0,4.0,2.0,2977.0,107.4571716493114,0.39,307900.0,2605.0,40.03951,-76.40028,319900.0
PA,Butler,Preston Dr,16001.0,3.0,3.0,1408.0,181.0369318181818,0.35,253600.0,1275.0,40.85517,-79.94225,254900.0
PA,East Stroudsburg,Water Tower Cir,18301.0,4.0,4.0,3191.0,115.95111250391729,0.7699999999999999,369700.0,3261.0,41.047165,-75.19807,370000.0
PA,Monaca,Kaye Ave,15061.0,3.0,2.0,1344.0,156.25,0.13,208200.0,1500.0,40.687225,-80.283714,210000.0
PA,Scranton,N Hyde Park Ave,18504.0,4.0,2.0,1725.0,124.6376811594203,,220800.0,1464.0,41.42106,-75.67482,215000.0
PA,Pittsburgh,Blanton St,15207.0,3.0,2.0,1374.0,196.43377001455605,0.1073,268500.0,1581.0,40.424175,-79.938416,269900.0
PA,Elkins Park,School Ln,19027.0,3.0,3.0,1500.0,250.0,0.0866620752984389,371700.0,2100.0,40.06503,-75.14008,375000.0
PA,Eighty Four,Route 136,15330.0,5.0,2.0,2044.0,36.64383561643836,0.5,71400.0,1949.0,40.183468,-80.04865,74900.0
PA,Pittsburgh,Monroe Dr,15229.0,3.0,2.0,1687.0,248.90337877889743,0.2977,422900.0,1999.0,40.532085,-80.030716,419900.0
PA,York,Pennsylvania Ave,17404.0,6.0,3.0,2592.0,65.58641975308642,0.09,,,39.96139,-76.75058,170000.0
PA,Mechanicsburg,Fairfield St,17055.0,6.0,2.0,2262.0,114.94252873563218,0.5,259300.0,1980.0,40.2074,-77.02482,260000.0
PA,Aston,Dogwood Ln,19014.0,3.0,2.0,2101.0,190.3855306996668,0.4699954086317722,386400.0,2997.0,39.88859,-75.43619,400000.0
PA,New Castle,Smithfield St,16101.0,2.0,2.0,1350.0,29.62962962962963,0.1649999999999999,38700.0,746.0,40.989166,-80.36054,40000.0
PA,East Norriton,Whitehall Rd,19403.0,3.0,3.0,2546.0,147.28986645718774,3.21,374800.0,3499.0,40.16008,-75.33973,375000.0
PA,Columbia,Chestnut St,17512.0,4.0,2.0,2458.0,134.21480878763222,0.3199954086317723,,,40.04178,-76.49335,329900.0
PA,Pittsburgh,Hoodridge Dr,15234.0,4.0,2.0,2296.0,191.59407665505228,0.1672,405000.0,2100.0,40.36499,-80.03996,439900.0
PA,Hanover,Butternut Ln,17331.0,4.0,2.0,1226.0,142.74061990212073,0.2,173700.0,1400.0,39.80023,-77.00519,175000.0
PA,Harrisburg,1/2 Front St,17113.0,3.0,2.0,2380.0,78.57142857142857,0.0699954086317722,182100.0,1994.0,40.25246,-76.87408,187000.0
PA,Ellwood City,Argonne Blvd,16117.0,3.0,2.0,1240.0,104.75806451612904,0.1699999999999999,127800.0,1250.0,40.868767,-80.272,129900.0
PA,Annville,Broad St,17003.0,3.0,2.0,1900.0,171.0,0.8600091827364554,321800.0,1500.0,40.364677,-76.52272,324900.0
PA,Lancaster,Southwick Dr,17601.0,3.0,3.0,2032.0,169.78346456692913,0.2300045913682277,343700.0,1895.0,40.10497,-76.29464,345000.0
PA,Yardley,Brentwood Rd,19067.0,4.0,3.0,5049.0,191.12695583283815,0.4525252525252525,966300.0,4804.0,40.25006,-74.879425,965000.0
PA,Tobyhanna,Westwood Dr,18466.0,3.0,2.0,1208.0,237.58278145695363,0.2299999999999999,285300.0,1849.0,41.217964,-75.36633,287000.0
PA,Palmyra,-25 E Main St #27,17078.0,3.0,4.0,2600.0,95.76923076923076,0.09,,1219.0,40.30794,-76.59535,249000.0
PA,Mifflintown,4th St,17059.0,3.0,2.0,1932.0,82.7639751552795,0.1515151515151515,155500.0,1400.0,40.57186,-77.39438,159900.0
PA,Pocono Lake,Tuskegee Dr,18347.0,4.0,2.0,2128.0,220.86466165413532,0.4,461900.0,3275.0,41.173965,-75.55682,470000.0
PA,North East,East St,16428.0,4.0,2.0,1738.0,103.27963176064442,0.2014,179900.0,1648.0,42.21605,-79.82876,179500.0
PA,Etters,Old Trail Rd,17319.0,3.0,1.0,1252.0,159.70447284345047,0.4400137741046832,,,40.14155,-76.81088,199950.0
PA,East Stroudsburg,Mountain Top Rd,18302.0,3.0,3.0,1703.0,175.57251908396947,0.41,,1999.0,41.10181,-75.05605,299000.0
PA,Pittsburgh,Belonda St,15211.0,3.0,2.0,2009.0,124.39024390243902,0.0584,246500.0,1777.0,40.427677,-80.0136,249900.0
PA,Philadelphia,Trotter St,19111.0,3.0,2.0,1296.0,192.90123456790124,0.031198347107438,210200.0,1594.0,40.041016,-75.08414,250000.0
PA,Lancaster,Prospect St,17603.0,3.0,1.0,1008.0,197.4206349206349,0.0399908172635445,198000.0,1794.0,40.027596,-76.31587,199000.0
PA,Dover,Virginia Ave,17315.0,3.0,3.0,1046.0,210.32504780114724,0.2789026629935721,219100.0,1599.0,39.988304,-76.81624,220000.0
PA,Jim Thorpe,W Broadway,18229.0,,,2127.0,46.96755994358251,0.31,,,40.86193,-75.75134,99900.0
PA,Downingtown,Manor Ave,19335.0,3.0,3.0,2386.0,167.64459346186086,0.4017447199265381,401200.0,2835.0,40.01075,-75.71929,400000.0
PA,East Stroudsburg,Timberline Dr,18301.0,4.0,3.0,2316.0,151.07944732297065,0.47,350700.0,2800.0,41.044525,-75.282104,349900.0
PA,Coatesville,W Strasburg Rd,19320.0,3.0,2.0,2462.0,132.00649878147848,1.4,325300.0,2400.0,39.95182,-75.74139,325000.0
PA,Lansdale,Crystal Rd,18915.0,4.0,1.0,1652.0,151.3317191283293,0.8029843893480257,,,40.26539,-75.24649,250000.0
PA,Hanover,Clearview Rd,17331.0,3.0,3.0,2549.0,156.88505296194586,0.4016988062442608,,,39.81485,-76.98559,399900.0
PA,Pottstown,Brown St,19464.0,4.0,3.0,1626.0,184.44034440344404,0.1928374655647383,293600.0,2485.0,40.24376,-75.59346,299900.0
PA,Lackawaxen,Robin Way,18435.0,3.0,2.0,1082.0,175.6007393715342,0.54,174700.0,1949.0,41.502464,-75.014084,190000.0
PA,Reading,Beach St,19605.0,4.0,2.0,3340.0,95.80838323353294,0.2399908172635445,318400.0,2400.0,40.389812,-75.94707,320000.0
PA,Trout Run,Blockhouse Rd,17771.0,3.0,2.0,1600.0,167.875,2.47,250600.0,1200.0,41.496437,-77.13925,268600.0
PA,Bushkill,Woodbridge Dr W,18324.0,3.0,2.0,1180.0,211.77966101694915,0.48,214000.0,1900.0,41.108463,-75.05402,249900.0
PA,Harrisburg,Crestwood Dr,17109.0,3.0,2.0,1885.0,137.93103448275863,0.2600091827364554,260200.0,1910.0,40.2962,-76.80094,260000.0
PA,Millville,State Highway 42,17846.0,3.0,2.0,1656.0,112.92270531400966,2.0,335200.0,1584.0,41.098072,-76.51879,187000.0
PA,Easton,Fairview Ave,18042.0,4.0,3.0,1751.0,145.3455168475157,0.063,259100.0,2400.0,40.688038,-75.238396,254500.0
PA,Elysburg,W Valley Ave,17824.0,3.0,2.0,1463.0,174.29938482570063,0.6,252700.0,1350.0,40.855408,-76.563065,255000.0
PA,Berwyn,Maple Ave,19312.0,4.0,1.0,1586.0,182.219419924338,0.1881313131313131,290100.0,2500.0,40.04276,-75.44528,289000.0
PA,Lancaster,E Orange St,17602.0,3.0,2.0,1904.0,183.8235294117647,0.0300045913682277,352200.0,2195.0,40.040604,-76.297745,350000.0
PA,Pocono Lake,Hawk View Ct,18347.0,2.0,1.0,816.0,110.17156862745098,0.42,88400.0,1559.0,41.142414,-75.55633,89900.0
PA,Philadelphia,N Bonsall St,19132.0,3.0,1.0,784.0,49.74489795918368,0.0144628099173553,,1250.0,40.001217,-75.168724,39000.0
PA,Irwin,Brandywine Dr,15642.0,4.0,4.0,2544.0,153.30188679245282,0.2523,389700.0,950.0,40.35364,-79.674934,390000.0
PA,Connellsville,E Georgia Ave,15425.0,3.0,1.0,1733.0,82.22735141373342,0.1812,140800.0,1200.0,40.035152,-79.5777,142500.0
PA,Coatesville,Freedom Valley Cir,19320.0,4.0,3.0,2703.0,153.53311135775064,1.3,404200.0,2900.0,40.01301,-75.83379,415000.0
PA,Scranton,Wyoming Ave,18509.0,6.0,1.0,2555.0,72.40704500978474,0.02,187400.0,1559.0,41.425255,-75.64787,185000.0
PA,Saylorsburg,Sarah St,18353.0,3.0,2.0,1578.0,142.58555133079847,2.5,,2429.0,40.893677,-75.32602,225000.0
PA,Norristown,N Whitehall Rd,19403.0,4.0,1.0,1530.0,222.22222222222223,0.2846648301193756,335800.0,2100.0,40.13594,-75.36499,340000.0
PA,Quakertown,Red Barn Ln,18951.0,3.0,3.0,1524.0,196.78477690288716,,308300.0,2385.0,40.452915,-75.33698,299900.0
PA,Hazleton,N Laurel St,18201.0,5.0,1.0,2158.0,62.511584800741424,0.04,134400.0,1500.0,40.96182,-75.97283,134900.0
PA,Royersford,2nd Ave,19468.0,3.0,1.0,1160.0,213.79310344827587,0.1289026629935721,,,40.18127,-75.54136,248000.0
PA,Hatboro,W Moreland Ave,19040.0,3.0,2.0,2200.0,147.72727272727272,0.59400826446281,341100.0,3069.0,40.179134,-75.10926,325000.0
PA,Lancaster,Langley Sq,17603.0,2.0,2.0,1536.0,194.98697916666663,0.0699954086317722,298900.0,1617.0,40.038033,-76.3892,299500.0
PA,Freeport,Short St S,16229.0,2.0,1.0,1152.0,147.56944444444446,5.97,,,40.73171,-79.60243,170000.0
PA,Sciota,Mary Ann Ter,18354.0,4.0,3.0,3041.0,85.49819138441302,1.0,260700.0,2764.0,40.92036,-75.2971,260000.0
PA,Hanover Township,Oxford St,18706.0,3.0,2.0,2320.0,115.94827586206895,0.08,268300.0,1400.0,41.22985,-75.9138,269000.0
PA,Philadelphia,Stanwood St,19111.0,3.0,3.0,1452.0,240.97796143250687,0.108149678604224,345400.0,2299.0,40.070587,-75.06674,349900.0
PA,Pittsburgh,Sentry Ave,15235.0,3.0,2.0,1025.0,151.21951219512195,0.2768,152700.0,1603.0,40.49039,-79.79788,155000.0
PA,Carlisle,N West St,17013.0,4.0,2.0,2244.0,111.36363636363636,0.1199954086317722,247600.0,1321.0,40.20889,-77.19302,249900.0
PA,Forest City,Delaware St,18421.0,4.0,2.0,1525.0,108.1967213114754,0.1699999999999999,163300.0,1400.0,41.65076,-75.467834,165000.0
PA,Easton,Eldridge Ave,18045.0,4.0,1.0,1495.0,126.42140468227424,0.152,,2127.0,40.695038,-75.273674,189000.0
PA,East Stroudsburg,Hyland Dr,18301.0,3.0,2.0,1192.0,209.73154362416108,0.32,243000.0,2702.0,41.025223,-75.24783,250000.0
PA,Albrightsville,Junco Ln,18210.0,3.0,2.0,2654.0,145.62923888470235,0.4599999999999999,385700.0,2630.0,41.004135,-75.53795,386500.0
PA,Steelton,S 7th St,17113.0,3.0,2.0,1151.0,173.6750651607298,0.2100091827364554,,,40.23705,-76.83169,199900.0
PA,Eagleville,Jefferson Ave,19403.0,3.0,2.0,1008.0,267.85714285714283,,279600.0,1907.0,40.13332,-75.37719,270000.0
PA,Berwick,3rd Ave,18603.0,3.0,1.0,1416.0,91.10169491525424,0.3299999999999999,129800.0,1200.0,41.057297,-76.25245,129000.0
PA,Camp Hill,Briarwood Ln,17011.0,4.0,2.0,1806.0,179.95570321151718,0.2300045913682277,,,40.25447,-76.94979,325000.0
PA,Perkasie,Dill Ave,18944.0,4.0,1.0,1350.0,270.2962962962963,0.3553719008264462,364900.0,2299.0,40.367096,-75.2851,364900.0
PA,State College,S Allen St,16801.0,3.0,2.0,1762.0,201.4755959137344,0.15,343400.0,1999.0,40.78958,-77.85353,355000.0
